"1;""Августа"""
"1;""Августина"""
"1;""Авдотья"""
"1;""Авелина"""
"1;""Аврора"""
"1;""Агата"""
"1;""Агафья"""
"1;""Аглая"""
"1;""Агнесса"""
"1;""Агния"""
"1;""Аграфена"""
"1;""Агриппина"""
"1;""Ада"""
"1;""Аделаида"""
"1;""Аделечка"""
"1;""Аделина"""
"1;""Аделинка"""
"1;""Аделиночка"""
"1;""Аделия"""
"1;""Адель"""
"1;""Аделька"""
"1;""Аделя"""
"1;""Адема"""
"1;""Адиля"""
"1;""Адина"""
"1;""Адия"""
"1;""Адриана"""
"1;""Адріана"""
"1;""Адэлина"""
"1;""Адэль"""
"1;""Адэля"""
"1;""Ажар"""
"1;""Ажара"""
"1;""Аза"""
"1;""Азалина"""
"1;""Азалия"""
"1;""Азиза"""
"1;""Ай"""
"1;""Айганым"""
"1;""Айгель"""
"1;""Айгера"""
"1;""Айгерим"""
"1;""Айгерима"""
"1;""Айгиза"""
"1;""Айгузель"""
"1;""Айгулечка"""
"1;""Айгуль"""
"1;""Айгулька"""
"1;""Айгульчик"""
"1;""Айгуля"""
"1;""Айгюль"""
"1;""Айгюн"""
"1;""Аида"""
"1;""Айдан"""
"1;""Айдана"""
"1;""Аидочка"""
"1;""Айжан"""
"1;""Айжана"""
"1;""Айза"""
"1;""Айзада"""
"1;""Айзат"""
"1;""Айзиля"""
"1;""Айка"""
"1;""Айкерим"""
"1;""Айла"""
"1;""Айлана"""
"1;""Айлин"""
"1;""Айлина"""
"1;""Айман"""
"1;""Аина"""
"1;""Айна"""
"1;""Айнагуль"""
"1;""Айназ"""
"1;""Айнара"""
"1;""Айнаш"""
"1;""Айнур"""
"1;""Айнура"""
"1;""Айпери"""
"1;""Айрана"""
"1;""Айрин"""
"1;""Айса"""
"1;""Айсана"""
"1;""Айсель"""
"1;""Айсина"""
"1;""Айслу"""
"1;""Айсу"""
"1;""Айсулу"""
"1;""Айсылу"""
"1;""Айсылушка"""
"1;""Айта"""
"1;""Айталина"""
"1;""Айтан"""
"1;""Айтен"""
"1;""Айтолкын"""
"1;""Аиша"""
"1;""Айша"""
"1;""Айшан"""
"1;""Айшат"""
"1;""Айше"""
"1;""Айым"""
"1;""Айыына"""
"1;""Айя"""
"1;""Акбота"""
"1;""Акерке"""
"1;""Аклима"""
"1;""Акмарал"""
"1;""Акнур"""
"1;""Аксана"""
"1;""Аксения"""
"1;""Аксиния"""
"1;""Аксинья"""
"1;""Акулина"""
"1;""Алана"""
"1;""Алдынай"""
"1;""Алевтина"""
"1;""Алекс"""
"1;""Алекса"""
"1;""Александра"""
"1;""Александрина"""
"1;""Александрия"""
"1;""Алексашка"""
"1;""Алексей"""
"1;""Алексия"""
"1;""Алена"""
"1;""Алёна"""
"1;""Алёначка"""
"1;""Аленка"""
"1;""Алёнка"""
"1;""Аленочка"""
"1;""Алёночка"""
"1;""Аленушка"""
"1;""Алёнушка"""
"1;""Аленчик"""
"1;""Алёнчик"""
"1;""Аленький"""
"1;""Алесенька"""
"1;""Алесечка"""
"1;""Алеська"""
"1;""Алеся"""
"1;""Алефтина"""
"1;""Алечка"""
"1;""Али"""
"1;""Алиана"""
"1;""Алида"""
"1;""Алие"""
"1;""Алика"""
"1;""Алима"""
"1;""Алиме"""
"1;""Алина"""
"1;""Алиначка"""
"1;""Алинка"""
"1;""Алиночка"""
"1;""Алинусик"""
"1;""Алинчик"""
"1;""Алиса"""
"1;""Алисия"""
"1;""Алиска"""
"1;""Алисочка"""
"1;""Аличка"""
"1;""Алиша"""
"1;""Алишка"""
"1;""Алиюша"""
"1;""Алиюшка"""
"1;""Алия"""
"1;""Аліна"""
"1;""Алінка"""
"1;""Аліночка"""
"1;""Аліса"""
"1;""Алка"""
"1;""Алла"""
"1;""Аллочка"""
"1;""Аллуся"""
"1;""Алма"""
"1;""Алмагуль"""
"1;""Алмаз"""
"1;""Алочка"""
"1;""Алсу"""
"1;""Алсуша"""
"1;""Алсушечка"""
"1;""Алсушка"""
"1;""Алтана"""
"1;""Алтын"""
"1;""Алтынай"""
"1;""Алуа"""
"1;""Альберт"""
"1;""Альбина"""
"1;""Альбинка"""
"1;""Альбиночка"""
"1;""Альбинчик"""
"1;""Альбишка"""
"1;""Альбіна"""
"1;""Альвина"""
"1;""Алька"""
"1;""Альма"""
"1;""Альмира"""
"1;""Альона"""
"1;""Альонка"""
"1;""Альсина"""
"1;""Альфа"""
"1;""Альфида"""
"1;""Альфиза"""
"1;""Альфина"""
"1;""Альфинур"""
"1;""Альфира"""
"1;""Альфиюша"""
"1;""Альфиюшка"""
"1;""Альфия"""
"1;""Альяна"""
"1;""Аля"""
"1;""Амалия"""
"1;""Аманда"""
"1;""Амели"""
"1;""Амелия"""
"1;""Амина"""
"1;""Аминат"""
"1;""Аминка"""
"1;""Амира"""
"1;""Аму"""
"1;""Ан"""
"1;""Ана"""
"1;""Анаида"""
"1;""Анаит"""
"1;""Анар"""
"1;""Анара"""
"1;""Анастаси"""
"1;""Анастасийка"""
"1;""Анастасия"""
"1;""Анастасія"""
"1;""Анастасья"""
"1;""Анастейша"""
"1;""Анатолий"""
"1;""Ангела"""
"1;""Ангелика"""
"1;""Ангелина"""
"1;""Ангелинка"""
"1;""Ангелиночка"""
"1;""Ангеліна"""
"1;""Ангелінка"""
"1;""Анджела"""
"1;""Анджелика"""
"1;""Анджелина"""
"1;""Андрей"""
"1;""Андриана"""
"1;""Андріана"""
"1;""Андріяна"""
"1;""Анелия"""
"1;""Анель"""
"1;""Анеля"""
"1;""Анет"""
"1;""Анета"""
"1;""Анетта"""
"1;""Анечка"""
"1;""Анжела"""
"1;""Анжелика"""
"1;""Анжелина"""
"1;""Анжеличка"""
"1;""Анжеліка"""
"1;""Анжелка"""
"1;""Анжелла"""
"1;""Анжелочка"""
"1;""Ани"""
"1;""Аника"""
"1;""Аниме"""
"1;""Аниса"""
"1;""Анисия"""
"1;""Анисья"""
"1;""Анита"""
"1;""Аничка"""
"1;""Ания"""
"1;""Анічка"""
"1;""Анка"""
"1;""Анна"""
"1;""Анна-Мария"""
"1;""Аннет"""
"1;""Аннета"""
"1;""Анни"""
"1;""Аннушка"""
"1;""Аннэт"""
"1;""Ання"""
"1;""Аноним"""
"1;""Анора"""
"1;""Антонида"""
"1;""Антонина"""
"1;""Антоніна"""
"1;""Ануза"""
"1;""Ануш"""
"1;""Анушка"""
"1;""Анфиса"""
"1;""Анька"""
"1;""Анько"""
"1;""Анэт"""
"1;""Анюта"""
"1;""Анютик"""
"1;""Анютка"""
"1;""Анюточка"""
"1;""Аня"""
"1;""Аполинария"""
"1;""Аполлинария"""
"1;""Апполинария"""
"1;""Арай"""
"1;""Арайка"""
"1;""Арайлым"""
"1;""Ардак"""
"1;""Аревик"""
"1;""Аржаана"""
"1;""Арзу"""
"1;""Ариадна"""
"1;""Ариана"""
"1;""Арианна"""
"1;""Арина"""
"1;""Аринка"""
"1;""Ариночка"""
"1;""Ариша"""
"1;""Аришка"""
"1;""Ария"""
"1;""Аріна"""
"1;""Армина"""
"1;""Армине"""
"1;""Арминэ"""
"1;""Арпине"""
"1;""Арсения"""
"1;""Аружан"""
"1;""Аруна"""
"1;""Арюна"""
"1;""Асель"""
"1;""Аселя"""
"1;""Асем"""
"1;""Асема"""
"1;""Асемгуль"""
"1;""Асенька"""
"1;""Асечка"""
"1;""Асия"""
"1;""Асият"""
"1;""Асмик"""
"1;""Ассоль"""
"1;""Аська"""
"1;""Ася"""
"1;""Аурелия"""
"1;""Аурика"""
"1;""Афина"""
"1;""Афиша"""
"1;""Афродита"""
"1;""Аэлита"""
"1;""Аюна"""
"1;""Ая"""
"1;""Аягоз"""
"1;""Аяжан"""
"1;""Аяна"""
"1;""Аяулым"""
"1;""Багира"""
"1;""Бажена"""
"1;""Баина"""
"1;""Баира"""
"1;""Баирма"""
"1;""Байрта"""
"1;""Балжан"""
"1;""Балнур"""
"1;""Бану"""
"1;""Барбара"""
"1;""Бахыт"""
"1;""Баян"""
"1;""Баярма"""
"1;""Беата"""
"1;""Беатриса"""
"1;""Бегимай"""
"1;""Без"""
"1;""Бела"""
"1;""Белая"""
"1;""Белка"""
"1;""Белла"""
"1;""Белый"""
"1;""Берта"""
"1;""Бибигуль"""
"1;""Бибинур"""
"1;""Блум"""
"1;""Богдан"""
"1;""Богдана"""
"1;""Богданка"""
"1;""Божена"""
"1;""Боня"""
"1;""Бота"""
"1;""Ботагоз"""
"1;""Будь"""
"1;""Буяна"""
"1;""Бэла"""
"1;""Бэлигма"""
"1;""Бэлла"""
"1;""Ваз"""
"1;""Валентина"""
"1;""Валентинка"""
"1;""Валенька"""
"1;""Валера"""
"1;""Валери"""
"1;""Валерия"""
"1;""Валерія"""
"1;""Валерка"""
"1;""Валечка"""
"1;""Валька"""
"1;""Валюха"""
"1;""Валюша"""
"1;""Валюшка"""
"1;""Валя"""
"1;""Ванда"""
"1;""Ванесса"""
"1;""Ваня"""
"1;""Варвара"""
"1;""Варенька"""
"1;""Варечка"""
"1;""Варька"""
"1;""Варюша"""
"1;""Варюшка"""
"1;""Варя"""
"1;""Васелиса"""
"1;""Василина"""
"1;""Василинка"""
"1;""Василиса"""
"1;""Василиска"""
"1;""Василя"""
"1;""Васима"""
"1;""Васса"""
"1;""Васька"""
"1;""Вася"""
"1;""Велена"""
"1;""Венера"""
"1;""Венерочка"""
"1;""Вера"""
"1;""Вераника"""
"1;""Верка"""
"1;""Верона"""
"1;""Вероника"""
"1;""Вероничка"""
"1;""Вероніка"""
"1;""Верочка"""
"1;""Верунчик"""
"1;""Верунька"""
"1;""Веруня"""
"1;""Верусик"""
"1;""Веруська"""
"1;""Веруся"""
"1;""Верчик"""
"1;""Весна"""
"1;""Веста"""
"1;""Вета"""
"1;""Ви"""
"1;""Вивиана"""
"1;""Вивианна"""
"1;""Вивиан"""
"1;""Вика"""
"1;""Вики"""
"1;""Викки"""
"1;""Викочка"""
"1;""Виктор"""
"1;""Виктория"""
"1;""Викулечка"""
"1;""Викуличка"""
"1;""Викулька"""
"1;""Викуля"""
"1;""Викусик"""
"1;""Викусичка"""
"1;""Викуська"""
"1;""Викуся"""
"1;""Викуша"""
"1;""Викушка"""
"1;""Вилена"""
"1;""Вилия"""
"1;""Виля"""
"1;""Винера"""
"1;""Виола"""
"1;""Виолета"""
"1;""Виолетка"""
"1;""Виолетта"""
"1;""Виолетточка"""
"1;""Виолка"""
"1;""Виорика"""
"1;""Вита"""
"1;""Виталий"""
"1;""Виталик"""
"1;""Виталина"""
"1;""Виталинка"""
"1;""Виталия"""
"1;""Виточка"""
"1;""Витуся"""
"1;""Витя"""
"1;""Вичка"""
"1;""Віка"""
"1;""Вікторія"""
"1;""Вікуля"""
"1;""Вікуська"""
"1;""Вікуся"""
"1;""Віолетта"""
"1;""Віра"""
"1;""Віта"""
"1;""Віталіна"""
"1;""Віталія"""
"1;""Вітуся"""
"1;""Влад"""
"1;""Влада"""
"1;""Владилена"""
"1;""Владимира"""
"1;""Владислава"""
"1;""Владка"""
"1;""Владлена"""
"1;""Владочка"""
"1;""Владуся"""
"1;""Власта"""
"1;""Вова"""
"1;""Габриэлла"""
"1;""Гадя"""
"1;""Газиза"""
"1;""Гала"""
"1;""Галенька"""
"1;""Галечка"""
"1;""Галима"""
"1;""Галина"""
"1;""Галинка"""
"1;""Галиночка"""
"1;""Галичка"""
"1;""Галия"""
"1;""Галка"""
"1;""Галочка"""
"1;""Галченок"""
"1;""Галчёнок"""
"1;""Галчонок"""
"1;""Галька"""
"1;""Галюнчик"""
"1;""Галюня"""
"1;""Галюсик"""
"1;""Галюська"""
"1;""Галюся"""
"1;""Галюша"""
"1;""Галюшка"""
"1;""Галя"""
"1;""Ганна"""
"1;""Гаухар"""
"1;""Гаухара"""
"1;""Гая"""
"1;""Гаяна"""
"1;""Гаяне"""
"1;""Гаянэ"""
"1;""Гелена"""
"1;""Гелия"""
"1;""Гелюса"""
"1;""Гелюся"""
"1;""Геля"""
"1;""Генриетта"""
"1;""Гера"""
"1;""Герда"""
"1;""Гермиона"""
"1;""Гертруда"""
"1;""Гиляна"""
"1;""Глафира"""
"1;""Глаша"""
"1;""Глория"""
"1;""Глюза"""
"1;""Гоар"""
"1;""Гоша"""
"1;""Гражина"""
"1;""Грета"""
"1;""Гузалия"""
"1;""Гузаль"""
"1;""Гузаля"""
"1;""Гузелечка"""
"1;""Гузелия"""
"1;""Гузель"""
"1;""Гузелька"""
"1;""Гузеля"""
"1;""Гузэль"""
"1;""Гузяль"""
"1;""Гуленька"""
"1;""Гулечка"""
"1;""Гулим"""
"1;""Гулина"""
"1;""Гуличка"""
"1;""Гулия"""
"1;""Гульгена"""
"1;""Гульгина"""
"1;""Гульдана"""
"1;""Гульдар"""
"1;""Гульден"""
"1;""Гульжан"""
"1;""Гульжана"""
"1;""Гульзада"""
"1;""Гульзана"""
"1;""Гульзат"""
"1;""Гульзира"""
"1;""Гульзия"""
"1;""Гулька"""
"1;""Гулькай"""
"1;""Гульмира"""
"1;""Гульназ"""
"1;""Гульназик"""
"1;""Гульназира"""
"1;""Гульназка"""
"1;""Гульназочка"""
"1;""Гульнар"""
"1;""Гульнара"""
"1;""Гульнарочка"""
"1;""Гульнур"""
"1;""Гульнура"""
"1;""Гульсара"""
"1;""Гульсасак"""
"1;""Гульсина"""
"1;""Гульсира"""
"1;""Гульсия"""
"1;""Гульсум"""
"1;""Гульфина"""
"1;""Гульфира"""
"1;""Гульфия"""
"1;""Гульчачак"""
"1;""Гульчик"""
"1;""Гульшан"""
"1;""Гульшат"""
"1;""Гулюза"""
"1;""Гулюса"""
"1;""Гуля"""
"1;""Гэрэлма"""
"1;""Гюзелия"""
"1;""Гюзель"""
"1;""Гюзяль"""
"1;""Гюльнара"""
"1;""Гюнай"""
"1;""Гюнель"""
"1;""Да"""
"1;""Дайана"""
"1;""Далия"""
"1;""Дамира"""
"1;""Дана"""
"1;""Данара"""
"1;""Данечка"""
"1;""Даниела"""
"1;""Даниэла"""
"1;""Даниэлла"""
"1;""Дания"""
"1;""Данка"""
"1;""Данна"""
"1;""Даночка"""
"1;""Данька"""
"1;""Даня"""
"1;""Дарья"""
"1;""Дара"""
"1;""Дари"""
"1;""Дарига"""
"1;""Дарима"""
"1;""Дарина"""
"1;""Даринка"""
"1;""Дариночка"""
"1;""Дариша"""
"1;""Даришка"""
"1;""Дария"""
"1;""Дарія"""
"1;""Дарька"""
"1;""Дарьюшка"""
"1;""Дарья"""
"1;""Дарьяна"""
"1;""Даря"""
"1;""Даха"""
"1;""Даша"""
"1;""Дашенька"""
"1;""Дашечка"""
"1;""Дашик"""
"1;""Дашка"""
"1;""Дашко"""
"1;""Дашулечка"""
"1;""Дашулик"""
"1;""Дашуличка"""
"1;""Дашулька"""
"1;""Дашуля"""
"1;""Дашунчик"""
"1;""Дашунька"""
"1;""Дашуня"""
"1;""Дашусик"""
"1;""Дашута"""
"1;""Дашутка"""
"1;""Даяна"""
"1;""Деля"""
"1;""Деми"""
"1;""Дениза"""
"1;""Джамиля"""
"1;""Джана"""
"1;""Джейн"""
"1;""Джемма"""
"1;""Дженнет"""
"1;""Дженни"""
"1;""Джесика"""
"1;""Джессика"""
"1;""Джули"""
"1;""Джулия"""
"1;""Джульетта"""
"1;""Ди"""
"1;""Диана"""
"1;""Дианка"""
"1;""Дианна"""
"1;""Дианочка"""
"1;""Дианчик"""
"1;""Дилара"""
"1;""Дилечка"""
"1;""Дилия"""
"1;""Дильбар"""
"1;""Дильназ"""
"1;""Диля"""
"1;""Диляра"""
"1;""Дилярочка"""
"1;""Дина"""
"1;""Динара"""
"1;""Динарка"""
"1;""Динарочка"""
"1;""Динка"""
"1;""Диночка"""
"1;""Динуля"""
"1;""Дияна"""
"1;""Діана"""
"1;""Діанка"""
"1;""Діаночка"""
"1;""Діна"""
"1;""Долаана"""
"1;""Долгора"""
"1;""Дом"""
"1;""Доминика"""
"1;""Дора"""
"1;""Дракулаура"""
"1;""Дулма"""
"1;""Дуня"""
"1;""Дуняша"""
"1;""Дуся"""
"1;""Ева"""
"1;""Евангелина"""
"1;""Евгения"""
"1;""Евгеша"""
"1;""Евгешка"""
"1;""Евдокия"""
"1;""Евеліна"""
"1;""Евлампия"""
"1;""Евочка"""
"1;""Екатерина"""
"1;""Екатеринка"""
"1;""Екатериночка"""
"1;""Екатирина"""
"1;""Елена"""
"1;""Еленка"""
"1;""Еленочка"""
"1;""Елизавета"""
"1;""Елизаветка"""
"1;""Елизаветта"""
"1;""Елизовета"""
"1;""Елисавета"""
"1;""Еля"""
"1;""Емма"""
"1;""Еріка"""
"1;""Ерке"""
"1;""Еркежан"""
"1;""Есения"""
"1;""Ефросинья"""
"1;""Єва"""
"1;""Євгенія"""
"1;""Єлизавета"""
"1;""Жадыра"""
"1;""Жазира"""
"1;""Жаклин"""
"1;""Жамиля"""
"1;""Жанар"""
"1;""Жанара"""
"1;""Жанат"""
"1;""Жанель"""
"1;""Жанерке"""
"1;""Жанетта"""
"1;""Жания"""
"1;""Жанка"""
"1;""Жанна"""
"1;""Жаннет"""
"1;""Жаннета"""
"1;""Жанночка"""
"1;""Жансая"""
"1;""Жаргалма"""
"1;""Жаркое"""
"1;""Жасмин"""
"1;""Жасмина"""
"1;""Жека"""
"1;""Жена"""
"1;""Женечка"""
"1;""Женичка"""
"1;""Женские"""
"1;""Женский"""
"1;""Женька"""
"1;""Женюлька"""
"1;""Женя"""
"1;""Жибек"""
"1;""Жозефина"""
"1;""Жулдуз"""
"1;""Жулдыз"""
"1;""Забава"""
"1;""Зайка"""
"1;""Зайнаб"""
"1;""Заира"""
"1;""Зайтуна"""
"1;""Залина"""
"1;""Залифа"""
"1;""Залия"""
"1;""Замира"""
"1;""Зара"""
"1;""Зарема"""
"1;""Зарима"""
"1;""Зарина"""
"1;""Заринка"""
"1;""Зариночка"""
"1;""Зарифа"""
"1;""Зария"""
"1;""Заррина"""
"1;""Заряна"""
"1;""Зауре"""
"1;""Зауреш"""
"1;""Зая"""
"1;""Заяна"""
"1;""Зейнаб"""
"1;""Земфира"""
"1;""Зенфира"""
"1;""Зера"""
"1;""Зилара"""
"1;""Зилия"""
"1;""Зиля"""
"1;""Зимфира"""
"1;""Зина"""
"1;""Зинаида"""
"1;""Зинира"""
"1;""Зинка"""
"1;""Зиночка"""
"1;""Зинулька"""
"1;""Зинуля"""
"1;""Зинфира"""
"1;""Зита"""
"1;""Зифа"""
"1;""Злата"""
"1;""Златослава"""
"1;""Златочка"""
"1;""Зоечка"""
"1;""Зомби"""
"1;""Зоряна"""
"1;""Зорянка"""
"1;""Зося"""
"1;""Зоя"""
"1;""Зубаржат"""
"1;""Зулейха"""
"1;""Зулечка"""
"1;""Зулия"""
"1;""Зулька"""
"1;""Зульфина"""
"1;""Зульфира"""
"1;""Зульфия"""
"1;""Зульхиза"""
"1;""Зуля"""
"1;""Зумруд"""
"1;""Зухра"""
"1;""Ив"""
"1;""Ива"""
"1;""Ивана"""
"1;""Иванка"""
"1;""Иванна"""
"1;""Ивета"""
"1;""Иветта"""
"1;""Ида"""
"1;""Изабелла"""
"1;""Изабель"""
"1;""Изалия"""
"1;""Изольда"""
"1;""Илана"""
"1;""Илария"""
"1;""Илиана"""
"1;""Илиза"""
"1;""Илина"""
"1;""Илона"""
"1;""Илонка"""
"1;""Илоночка"""
"1;""Илончик"""
"1;""Ильвера"""
"1;""Ильвина"""
"1;""Ильвира"""
"1;""Ильгиза"""
"1;""Ильгина"""
"1;""Ильзида"""
"1;""Ильзира"""
"1;""Ильзия"""
"1;""Ильмира"""
"1;""Ильмирочка"""
"1;""Ильнара"""
"1;""Ильсеяр"""
"1;""Ильсина"""
"1;""Ильсия"""
"1;""Ильсияр"""
"1;""Ильфира"""
"1;""Ильяна"""
"1;""Илюза"""
"1;""Илюзя"""
"1;""Илюса"""
"1;""Илюся"""
"1;""Иля"""
"1;""Иляна"""
"1;""Иман"""
"1;""Империя"""
"1;""Имя"""
"1;""Ина"""
"1;""Инара"""
"1;""Инга"""
"1;""Ингрид"""
"1;""Индира"""
"1;""Индирочка"""
"1;""Инесса"""
"1;""Инесска"""
"1;""Инзиля"""
"1;""Инзира"""
"1;""Инка"""
"1;""Инкар"""
"1;""Инна"""
"1;""Иннеса"""
"1;""Инночка"""
"1;""Иннулька"""
"1;""Иннуля"""
"1;""Иннусик"""
"1;""Иннуська"""
"1;""Иннуся"""
"1;""Ино"""
"1;""Иночка"""
"1;""Инусик"""
"1;""Инуська"""
"1;""Инуся"""
"1;""Инчик"""
"1;""Иоанна"""
"1;""Иоланта"""
"1;""Йолдыз"""
"1;""Ира"""
"1;""Ирада"""
"1;""Ираида"""
"1;""Ирен"""
"1;""Ирена"""
"1;""Ирина"""
"1;""Иринка"""
"1;""Ириночка"""
"1;""Ирис"""
"1;""Ириска"""
"1;""Ириша"""
"1;""Иришенька"""
"1;""Иришечка"""
"1;""Иришка"""
"1;""Ирка"""
"1;""Ирма"""
"1;""Ирочка"""
"1;""Ирунчик"""
"1;""Ируня"""
"1;""Ирусик"""
"1;""Ируська"""
"1;""Ируся"""
"1;""Ирчик"""
"1;""Ирэн"""
"1;""Ирэна"""
"1;""Ирэнка"""
"1;""Иулия"""
"1;""Ия"""
"1;""Іванка"""
"1;""Іванна"""
"1;""Іваночка"""
"1;""Ілона"""
"1;""Ілонка"""
"1;""Інна"""
"1;""Іннуся"""
"1;""Іра"""
"1;""Ірена"""
"1;""Ірина"""
"1;""Іринка"""
"1;""Ірка"""
"1;""Ірочка"""
"1;""Іруська"""
"1;""Іруся"""
"1;""Ка"""
"1;""Кадрия"""
"1;""Калерия"""
"1;""Калина"""
"1;""Камелия"""
"1;""Камила"""
"1;""Камилка"""
"1;""Камилла"""
"1;""Камиллочка"""
"1;""Камилочка"""
"1;""Камиля"""
"1;""Каміла"""
"1;""Камшат"""
"1;""Капиталина"""
"1;""Капитолина"""
"1;""Кара"""
"1;""Каралина"""
"1;""Карима"""
"1;""Карина"""
"1;""Карине"""
"1;""Каринка"""
"1;""Кариночка"""
"1;""Каринчик"""
"1;""Каринэ"""
"1;""Кариша"""
"1;""Каришка"""
"1;""Каріна"""
"1;""Карінка"""
"1;""Карлыгаш"""
"1;""Кармен"""
"1;""Каролина"""
"1;""Каролинка"""
"1;""Кароліна"""
"1;""Кася"""
"1;""Каталина"""
"1;""Катарина"""
"1;""Катена"""
"1;""Катёна"""
"1;""Катенок"""
"1;""Катёнок"""
"1;""Катенька"""
"1;""Катерина"""
"1;""Катеринка"""
"1;""Катериночка"""
"1;""Катечка"""
"1;""Кати"""
"1;""Катрин"""
"1;""Катрина"""
"1;""Катринка"""
"1;""Катруся"""
"1;""Катька"""
"1;""Катько"""
"1;""Катю"""
"1;""Катюнечка"""
"1;""Катюнчик"""
"1;""Катюнька"""
"1;""Катюня"""
"1;""Катюфка"""
"1;""Катюффка"""
"1;""Катюха"""
"1;""Катюша"""
"1;""Катюшенька"""
"1;""Катюшечка"""
"1;""Катюшка"""
"1;""Катя"""
"1;""Кейт"""
"1;""Кермен"""
"1;""Кети"""
"1;""Кетрин"""
"1;""Кеша"""
"1;""Ким"""
"1;""Кира"""
"1;""Кирочка"""
"1;""Кирюша"""
"1;""Кіра"""
"1;""Клава"""
"1;""Клавдия"""
"1;""Клара"""
"1;""Клементина"""
"1;""Клео"""
"1;""Клеопатра"""
"1;""Клодин"""
"1;""Кнарик"""
"1;""Констанция"""
"1;""Корнелия"""
"1;""Крестина"""
"1;""Крис"""
"1;""Криста"""
"1;""Кристен"""
"1;""Кристи"""
"1;""Кристиана"""
"1;""Кристик"""
"1;""Кристин"""
"1;""Кристина"""
"1;""Кристинка"""
"1;""Кристиночка"""
"1;""Кристинчик"""
"1;""Кристиша"""
"1;""Кристишка"""
"1;""Кристюха"""
"1;""Кристюша"""
"1;""Кристюшка"""
"1;""Кристя"""
"1;""Крістіна"""
"1;""Крістінка"""
"1;""Крошка"""
"1;""Ксана"""
"1;""Ксенечка"""
"1;""Ксеничка"""
"1;""Ксения"""
"1;""Ксенія"""
"1;""Ксенька"""
"1;""Ксенья"""
"1;""Ксеня"""
"1;""Ксю"""
"1;""Ксюнечка"""
"1;""Ксюничка"""
"1;""Ксюнчик"""
"1;""Ксюнька"""
"1;""Ксюньчик"""
"1;""Ксюня"""
"1;""Ксюха"""
"1;""Ксюша"""
"1;""Ксюшенька"""
"1;""Ксюшечка"""
"1;""Ксюшик"""
"1;""Ксюшка"""
"1;""Кузя"""
"1;""Кундыз"""
"1;""Куннэй"""
"1;""Куралай"""
"1;""Куча"""
"1;""Кушина"""
"1;""Кымбат"""
"1;""Кэролайн"""
"1;""Кэт"""
"1;""Кэти"""
"1;""Кэтрин"""
"1;""Кэтти"""
"1;""Кюннэй"""
"1;""Лагуна"""
"1;""Лада"""
"1;""Ладочка"""
"1;""Лайла"""
"1;""Лайма"""
"1;""Лайсан"""
"1;""Лала"""
"1;""Лали"""
"1;""Лалита"""
"1;""Ламия"""
"1;""Лана"""
"1;""Ланочка"""
"1;""Лара"""
"1;""Ларина"""
"1;""Лариса"""
"1;""Лариска"""
"1;""Ларисочка"""
"1;""Ларіса"""
"1;""Ларочка"""
"1;""Латифа"""
"1;""Лаура"""
"1;""Лаурита"""
"1;""Ле"""
"1;""Леана"""
"1;""Лейла"""
"1;""Лейли"""
"1;""Лейлочка"""
"1;""Лейля"""
"1;""Лейсан"""
"1;""Лейсана"""
"1;""Лейсанка"""
"1;""Лейсаночка"""
"1;""Лейсен"""
"1;""Лейсян"""
"1;""Лека"""
"1;""Лёка"""
"1;""Лекса"""
"1;""Лела"""
"1;""Лелечка"""
"1;""Лёлечка"""
"1;""Лёличка"""
"1;""Лелька"""
"1;""Лёлька"""
"1;""Леля"""
"1;""Лёля"""
"1;""Лена"""
"1;""Лёна"""
"1;""Ленара"""
"1;""Ленария"""
"1;""Ление"""
"1;""Лениза"""
"1;""Ленка"""
